Player Name,Archetype,Total MP,Total 3P,Total 3PA,Total 2P,Total 2PA,Total FT,Total FTA,Total ORB,Total DRB,Total AST,Total STL,Total BLK,Total TOV,Total PF,Total PTS
Moses Brown,0,200.2,0.0,0.0,33.0,66.0,8.8,30.799999999999997,37.4,48.400000000000006,6.6,4.4,6.6,11.0,26.4,74.8
Mouhamadou Gueye,0,119.9,0.0,3.3,11.0,35.2,4.4,8.8,12.100000000000001,11.0,5.5,3.3,17.6,12.100000000000001,15.399999999999999,26.4
Mouhamed Gueye,0,73.19999999999999,3.0,9.0,4.800000000000001,13.799999999999999,4.800000000000001,6.0,10.2,12.0,4.199999999999999,4.800000000000001,4.199999999999999,1.2000000000000002,13.200000000000001,24.0
Moussa Diabat̩,0,63.8,0.0,0.0,9.9,18.7,8.8,14.3,15.399999999999999,8.8,4.4,5.5,1.1,2.2,4.4,28.6
Ṃozinha Pereira,0,121.79999999999998,4.8999999999999995,13.299999999999999,13.299999999999999,21.7,7.0,9.799999999999999,11.200000000000001,25.900000000000002,2.1,6.3,4.2,4.8999999999999995,9.799999999999999,48.300000000000004
Nassir Little,0,458.99999999999994,22.5,72.0,36.0,54.0,18.0,18.0,13.5,62.99999999999999,22.5,9.0,9.0,13.5,40.5,153.0
Nate Hinton,0,75.0,7.5,13.5,4.5,12.0,4.5,4.5,7.5,15.0,10.5,3.0,1.5,3.0,10.5,33.0
Nathan Mensah,0,307.5,0.0,0.0,12.5,27.500000000000004,10.0,12.5,30.0,35.0,10.0,5.0,15.0,15.0,65.0,32.5
Neemias Queta,0,333.2,0.0,0.0,67.2,103.60000000000001,19.599999999999998,28.0,53.199999999999996,70.0,19.599999999999998,14.0,22.400000000000002,14.0,50.4,154.0
Nick Smith Jr.,0,729.3000000000001,61.199999999999996,147.9,51.0,142.79999999999998,15.299999999999999,15.299999999999999,20.400000000000002,56.1,61.199999999999996,10.200000000000001,5.1000000000000005,40.800000000000004,56.1,300.90000000000003
Noah Clowney,0,370.3,11.5,32.199999999999996,39.1,59.800000000000004,20.7,29.900000000000002,25.3,55.199999999999996,18.400000000000002,6.8999999999999995,16.099999999999998,16.099999999999998,25.3,133.4
Olivier Sarr,0,97.5,1.5,6.0,9.0,13.5,10.5,15.0,10.5,25.5,1.5,0.0,7.5,3.0,18.0,34.5
Olivier-Maxence Prosper,0,336.0,12.0,44.0,28.0,60.0,28.0,40.0,24.0,56.0,24.0,8.0,4.0,8.0,20.0,120.0
Onuralp Bitim,0,269.09999999999997,11.5,43.699999999999996,20.7,39.1,4.6000000000000005,4.6000000000000005,6.8999999999999995,25.3,13.799999999999999,2.3000000000000003,2.3000000000000003,9.200000000000001,23.0,80.5
Orlando Robinson,0,302.40000000000003,7.2,14.4,28.8,57.6,18.0,25.2,28.8,57.6,32.4,7.2,7.2,18.0,36.0,100.8
Oscar Tshiebwe,0,42.4,0.0,0.0,10.4,20.0,6.4,8.0,8.0,8.0,2.4,2.4,0.8,0.0,3.2,26.4
Oshae Brissett,0,632.5,16.5,55.0,55.0,99.0,49.5,82.5,60.50000000000001,99.0,44.0,16.5,5.5,22.0,55.0,203.5
Otto Porter Jr.,0,174.0,7.5,22.5,6.0,10.5,3.0,3.0,6.0,22.5,7.5,4.5,4.5,1.5,19.5,39.0
Ousmane Dieng,0,366.3,19.8,69.3,26.400000000000002,46.199999999999996,13.200000000000001,16.5,9.9,39.6,36.300000000000004,6.6000000000000005,6.6000000000000005,19.8,23.099999999999998,132.0
Pat Spencer,0,25.799999999999997,0.0,1.7999999999999998,1.7999999999999998,1.7999999999999998,0.0,0.0,1.7999999999999998,1.7999999999999998,4.800000000000001,0.0,0.0,1.2000000000000002,1.2000000000000002,4.199999999999999
Patrick Baldwin Jr.,0,494.0,30.400000000000002,98.8,26.599999999999998,57.0,19.0,26.599999999999998,15.200000000000001,106.39999999999999,30.400000000000002,19.0,15.200000000000001,19.0,57.0,167.20000000000002
Pete Nance,0,27.2,0.8,0.8,0.0,4.8,0.0,2.4,0.0,3.2,0.0,0.8,0.0,0.8,2.4,3.2
Quenton Jackson,0,11.100000000000001,0.0,0.0,0.0,0.8999999999999999,2.0999999999999996,2.0999999999999996,0.0,3.9000000000000004,2.0999999999999996,0.8999999999999999,0.0,0.0,0.8999999999999999,2.0999999999999996
R.J. Hampton,0,76.0,0.8,8.0,3.2,6.4,0.8,2.4,2.4,4.0,8.0,0.0,0.0,3.2,8.0,10.4
RaiQuan Gray,0,39.0,3.0,6.8999999999999995,6.8999999999999995,9.899999999999999,0.0,0.0,2.0999999999999996,5.1,6.0,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,23.1
Rayan Rupert,0,631.8,27.299999999999997,78.0,27.299999999999997,81.9,19.5,23.4,23.4,66.3,62.400000000000006,11.7,3.9000000000000004,31.200000000000003,54.599999999999994,156.0
Reggie Bullock,0,418.0,26.4,66.0,8.8,13.2,0.0,0.0,4.4,66.0,13.2,13.2,4.4,8.8,30.799999999999997,96.80000000000001
Ricky Council IV,0,288.0,12.8,32.0,41.6,80.0,54.4,70.4,12.8,32.0,16.0,9.6,0.0,6.4,16.0,172.8
Robert Williams,0,118.80000000000001,0.0,0.0,16.799999999999997,25.799999999999997,7.199999999999999,9.0,10.8,27.0,4.800000000000001,7.199999999999999,7.199999999999999,7.199999999999999,16.799999999999997,40.8
Robin Lopez,0,65.6,1.6,8.0,4.8,11.2,1.6,1.6,3.2,1.6,4.8,1.6,3.2,1.6,6.4,17.6
Ron Harper Jr.,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0
Ryan Arcidiacono,0,46.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,2.0,0.0,2.0,6.0,0.0
Ryan Rollins,0,156.0,5.5,7.8,21.4,46.300000000000004,26.0,33.900000000000006,4.6,21.5,28.3,20.5,5.6,15.7,15.7,88.19999999999999
Saben Lee,0,184.8,2.4000000000000004,16.799999999999997,19.200000000000003,38.400000000000006,28.799999999999997,38.400000000000006,9.600000000000001,21.6,31.200000000000003,7.199999999999999,2.4000000000000004,7.199999999999999,12.0,72.0
Sandro Mamukelashvili,0,450.8,18.400000000000002,64.39999999999999,55.199999999999996,92.0,23.0,32.199999999999996,46.0,101.2,50.6,9.200000000000001,13.799999999999999,18.400000000000002,36.800000000000004,188.6
Sasha Vezenkov,0,512.4,46.2,121.8,37.800000000000004,71.39999999999999,12.6,16.8,29.4,67.2,21.0,21.0,8.4,12.6,42.0,226.8
Seth Lundy,0,52.199999999999996,2.6999999999999997,12.6,0.9,3.6,2.6999999999999997,3.6,0.9,6.3,0.0,0.0,0.0,0.9,6.3,14.4
Shaquille Harrison,0,6.0,0.0,0.0,0.8999999999999999,2.0999999999999996,0.0,0.0,0.0,2.0999999999999996,0.0,0.0,0.8999999999999999,0.0,0.0,2.0999999999999996
Sidy Cissoko,0,141.60000000000002,1.2000000000000002,12.0,15.600000000000001,21.6,12.0,15.600000000000001,8.399999999999999,14.399999999999999,9.600000000000001,7.199999999999999,3.5999999999999996,3.5999999999999996,18.0,45.599999999999994
Stanley Umude,0,307.20000000000005,24.0,52.800000000000004,12.0,31.200000000000003,28.799999999999997,31.200000000000003,7.199999999999999,43.2,12.0,7.199999999999999,7.199999999999999,14.399999999999999,40.8,127.19999999999999
Svi Mykhailiuk,0,414.09999999999997,41.0,106.60000000000001,16.400000000000002,28.7,4.1000000000000005,8.200000000000001,12.299999999999999,41.0,36.9,12.299999999999999,0.0,12.299999999999999,20.5,164.0
T.J. Warren,0,125.4,2.2,13.2,16.5,27.5,3.3,4.4,5.5,16.5,8.8,4.4,1.1,4.4,11.0,40.7
Taj Gibson,0,408.0,4.0,20.4,26.4,55.6,3.6,3.6,23.6,50.800000000000004,23.6,6.8,15.6,10.8,64.0,68.0
Taze Moore,0,40.0,1.2,7.2,7.2,12.0,1.2,2.0,4.0,4.0,5.2,2.0,0.0,3.2,4.0,18.0
Terquavion Smith,0,84.8,12.8,35.2,4.8,11.2,3.2,4.8,0.0,4.8,12.8,8.0,0.0,6.4,8.0,52.8
Terry Taylor,0,189.1,3.1,9.299999999999999,18.599999999999998,31.0,3.1,6.2,15.5,18.599999999999998,9.299999999999999,6.2,3.1,6.2,15.5,46.5
Thanasis Antetokounmpo,0,156.39999999999998,0.0,0.0,17.0,30.6,0.0,3.4000000000000004,6.800000000000001,6.800000000000001,17.0,6.800000000000001,3.4000000000000004,13.600000000000001,23.799999999999997,30.6
Thomas Bryant,0,440.8,3.8000000000000003,22.8,83.60000000000001,125.39999999999999,41.800000000000004,45.6,41.800000000000004,102.60000000000001,22.8,11.4,15.200000000000001,22.8,45.6,216.6
Th̩o Maledon,0,425.90000000000003,10.3,60.5,30.8,81.19999999999999,27.200000000000003,30.200000000000003,7.300000000000001,41.1,55.800000000000004,13.3,0.0,37.5,41.8,119.3
Timmy Allen,0,125.0,0.0,7.0,6.0,16.0,1.0,2.0,4.0,13.0,5.0,4.0,0.0,2.0,18.0,13.0
Tosan Evbuomwan,0,733.7,24.299999999999997,63.7,47.89999999999999,78.8,33.900000000000006,50.2,37.1,84.9,31.700000000000003,13.3,10.2,17.5,47.199999999999996,201.3
Trent Forrest,0,414.2,3.8000000000000003,11.4,30.400000000000002,79.8,11.4,15.200000000000001,11.4,41.800000000000004,91.2,11.4,3.8000000000000003,19.0,26.599999999999998,83.60000000000001
Trevelin Queen,0,165.20000000000002,2.8000000000000003,16.8,11.200000000000001,21.0,8.4,12.6,2.8000000000000003,16.8,18.2,7.0,5.6000000000000005,7.0,15.400000000000002,40.6
Tristan Thompson,0,548.8,0.0,0.0,73.5,117.6,14.7,53.900000000000006,73.5,102.9,49.0,9.8,14.7,29.4,58.8,161.7
Tristan Vukcevic,0,153.0,10.0,36.0,19.0,31.0,17.0,22.0,6.0,30.0,13.0,5.0,7.0,10.0,28.0,85.0
Ty Jerome,0,15.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,2.0,4.0
TyTy Washington Jr.,0,56.099999999999994,2.2,5.5,4.4,14.3,0.0,0.0,1.1,4.4,5.5,3.3,0.0,2.2,1.1,14.3
Udoka Azubuike,0,113.6,0.0,0.0,16.0,22.4,3.2,12.8,11.2,20.8,3.2,1.6,6.4,4.8,17.6,35.2
Usman Garuba,0,18.0,0.0,1.2000000000000002,1.2000000000000002,4.800000000000001,1.2000000000000002,1.7999999999999998,3.0,4.199999999999999,1.2000000000000002,1.2000000000000002,3.0,1.7999999999999998,1.7999999999999998,3.0
Vit Krejci,0,541.2,28.6,68.2,22.0,35.2,4.4,6.6,11.0,41.8,50.599999999999994,13.2,6.6,19.8,48.400000000000006,134.2
Wendell Moore Jr.,0,75.0,0.0,5.0,10.0,12.5,0.0,0.0,0.0,12.5,5.0,5.0,0.0,5.0,5.0,17.5
Wenyen Gabriel,0,81.0,1.0,6.0,7.0,16.0,0.0,5.0,7.0,18.0,3.0,2.0,2.0,8.0,10.0,17.0
Wesley Matthews,0,414.0,25.2,68.39999999999999,10.799999999999999,28.8,18.0,25.2,10.799999999999999,43.199999999999996,21.599999999999998,14.4,10.799999999999999,7.2,43.199999999999996,111.60000000000001
Xavier Moon,0,119.0,1.4000000000000001,16.8,12.6,29.400000000000002,1.4000000000000001,1.4000000000000001,8.4,9.799999999999999,21.0,2.8000000000000003,2.8000000000000003,5.6000000000000005,8.4,33.6
Zavier Simpson,0,161.0,4.8999999999999995,16.8,11.9,37.1,2.8000000000000003,4.2,4.2,16.099999999999998,25.2,7.0,2.8000000000000003,9.799999999999999,11.200000000000001,42.0
